topic_id,size,meme_score,keywords
0,2108,0.36296629905700684,"['borderlands', 'overwatch', 'game', 'like', 'twitch', 'playing', 'play', 'stream']"
1,1055,0.46244049072265625,"['iran', 'police', 'after', 'mass', 'people', 'down', 'suicide', 'been']"
2,974,0.46058976650238037,"['trump', 'bernie', 'about', 'donald', 'obama', 'clinton', 'president', 'house']"
3,668,0.4450206756591797,"['amazon', 'shit', 'order', 'within', 'prime', 'apple', 'delivery', 'bezos']"
4,587,0.44925081729888916,"['fire', 'fires', 'australia', 'smoke', 'burning', 'buildings', 'bush', 'arson']"
5,456,0.37934383749961853,"['black', 'cold', 'call', 'duty', 'beta', 'game', 'like', 'really']"
6,348,0.4303518533706665,"['amazon', 'chance', 'gift', 'card', 'play', 'video', 'another', 'free']"
7,319,0.39596298336982727,"['xbox', 'series', 'more', 'going', 'wait', 'than', 'look', 'playstation']"
8,273,0.3575315773487091,"['perfect', 'shit', 'damn', 'good', 'about', 'perfection', 'there', 'trying']"
9,255,0.7564456462860107,"['child', 'parents', 'mother', 'baby', 'year', 'grandma', 'kids', 'family']"
10,240,0.42526352405548096,"['sirens', 'screaming', 'screamed', 'loud', 'like', 'panic', 'bang', 'panicking']"
11,238,0.4255487322807312,"['storm', 'flood', 'dust', 'hurricane', 'snowstorm', 'rain', 'drought', 'weather']"
12,222,0.38989242911338806,"['volcano', 'taal', 'eruption', 'emergency', 'philippines', 'services', 'batangas', 'ambulance']"
13,200,0.6575558185577393,"['like', 'amazon', 'food', 'barrel', 'monkeys', 'good', 'delicious', 'burger']"
14,198,0.7693332433700562,"['women', 'people', 'woman', 'couple', 'wedding', 'girlfriend', 'about', 'girl']"
15,186,0.43229344487190247,"['music', 'amazon', 'album', 'song', 'still', 'soon', 'neil', 'very']"
16,147,0.45199841260910034,"['quarantined', 'quarantine', 'outbreak', 'thailand', 'bioterrorism', 'virus', 'woman', 'mystery']"
17,144,0.4399680197238922,"['amazon', 'book', 'read', 'love', 'would', 'review', 'grab', 'good']"
18,142,0.4301265776157379,"['amazon', 'prime', 'season', 'netflix', 'love', 'watching', 'show', 'good']"
19,132,0.41820457577705383,"['drowning', 'drown', 'drowned', 'water', 'like', 'still', 'love', 'save']"
20,132,0.430242657661438,"['earthquake', 'puerto', 'rico', 'seismic', 'aftershock', 'another', 'magnitude', 'after']"
21,129,0.40893858671188354,"['collision', 'road', 'between', 'traffic', 'fatalities', 'lanes', 'there', 'lane']"
22,129,0.3800259530544281,"['demolition', 'demolish', 'demolished', 'house', 'buildings', 'razed', 'construction', 'about']"
23,120,0.5994651913642883,"['people', 'money', 'world', 'work', 'debt', 'market', 'economy', 'report']"
24,115,0.43659713864326477,"['fear', 'love', 'feel', 'like', 'heart', 'reality', 'life', 'being']"
25,115,0.3453559875488281,"['fuck', 'fucking', 'hell', 'lets', 'woah', 'thank', 'bloody', 'gooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo']"
26,109,0.3485651910305023,"['injury', 'hazard', 'injuries', 'injured', 'back', 'been', 'could', 'season']"
27,105,0.4015790522098541,"['twitter', 'tweet', 'please', 'much', 'fuck', 'like', 'finally', 'found']"
28,102,0.39043885469436646,"['train', 'derailment', 'hitchin', 'freight', 'derailed', 'morning', 'there', 'speed']"
29,100,0.6038349270820618,"['climate', 'change', 'more', 'emergency', 'could', 'global', 'world', 'warming']"
30,95,0.6532391309738159,"['casting', 'film', 'trailer', 'amazing', 'wrong', 'love', 'would', 'lilith']"
31,92,0.6451740264892578,"['rescuers', 'animals', 'rescue', 'rescued', 'please', 'dogs', 'still', 'home']"
32,89,0.43810099363327026,"['nuclear', 'reactor', 'disaster', 'fukushima', 'after', 'years', 'power', 'nine']"
33,84,0.45298150181770325,"['blood', 'bleeding', 'doctor', 'nose', 'more', 'after', 'please', 'would']"
34,81,0.4679693877696991,"['body', 'bags', 'bagging', 'like', 'governor', 'buri', 'dead', 'know']"
35,80,0.4027884602546692,"['taehyung', 'yoongi', 'jungkook', 'want', 'shit', 'yuri', 'english', 'scary']"
36,79,0.7255855798721313,"['white', 'black', 'racism', 'anti', 'racist', 'people', 'call', 'being']"
37,77,0.5047977566719055,"['sinkhole', 'china', 'swallows', 'dead', 'least', 'after', 'killed', 'people']"
38,76,0.5690808892250061,"['life', 'them', 'hellfire', 'here', 'shall', 'those', 'fear', 'protect']"
39,74,0.41155219078063965,"['electrocute', 'like', 'electric', 'wind', 'turbines', 'chop', 'wires', 'millions']"
40,74,0.6170042753219604,"['coffee', 'life', 'there', 'wine', 'drunk', 'drink', 'love', 'coke']"
41,71,0.3833659589290619,"['obliterate', 'damage', 'devastation', 'destroy', 'peak', 'obliterated', 'them', 'anyone']"
42,67,0.6178414821624756,"['refugees', 'displaced', 'children', 'refugee', 'country', 'citizenship', 'people', 'child']"
43,67,0.34954261779785156,"['fuck', 'perks', 'such', 'pain', 'shit', 'burn', 'again', 'been']"
44,66,0.37319234013557434,"['excited', 'brother', 'happy', 'about', 'finally', 'squad', 'great', 'believe']"
45,63,0.3881114721298218,"['awesome', 'sure', 'enter', 'miss', 'stuck', 'home', 'down', 'completed']"
46,63,0.4157850742340088,"['hyped', 'movie', 'shit', 'fucking', 'everyone', 'guys', 'would', 'watch']"
47,62,0.4269568920135498,"['hijacker', 'account', 'hijacking', 'hijack', 'email', 'cable', 'tesla', 'hacking']"
48,58,0.42445728182792664,"['stretcher', 'like', 'stretch', 'carried', 'after', 'section', 'need', 'love']"
49,58,0.44039636850357056,"['amazon', 'masks', 'about', 'face', 'take', 'mask', 'find', 'over']"
50,58,0.8738749027252197,"['teacher', 'college', 'students', 'student', 'school', 'made', 'content', 'grader']"
51,53,0.5551802515983582,"['spill', 'fuel', 'port', 'work', 'maritime', 'water', 'ceuta', 'technology']"
52,53,0.7183272242546082,"['moon', 'stars', 'galaxy', 'thought', 'astronomers', 'planet', 'collided', 'earth']"
53,52,0.44572848081588745,"['avalanche', 'people', 'kashmir', 'killed', 'avalanches', 'soldiers', 'neelum', 'neelumvalley']"
54,52,0.444295197725296,"['sunk', 'sinking', 'ship', 'british', 'boat', 'anyone', 'cost', 'days']"
55,51,0.3882274329662323,"['sniping', 'sniper', 'best', 'looks', 'decent', 'weekend', 'pellington', 'cold']"
56,48,0.38511618971824646,"['army', 'bighit', 'bomb', 'bangtan', 'fandom', 'armys', 'music', 'weverse']"
57,47,0.49620115756988525,"['dream', 'dreams', 'like', 'good', 'really', 'time', 'sounds', 'fucking']"
58,46,0.4229937493801117,"['zombies', 'fucking', 'black', 'cold', 'zombie', 'like', 'latest', 'hooray']"
59,46,0.3927738666534424,"['love', 'thank', 'guys', 'giveaway', 'want', 'best', 'huge', 'fast']"
60,46,0.9076088666915894,"['oscars', 'oscar', 'stars', 'movie', 'award', 'hollywood', 'james', 'know']"
61,45,0.7726461887359619,"['sleep', 'music', 'study', 'yoga', 'meditation', 'many', 'relaxing', 'stress']"
62,44,0.36695700883865356,"['country', 'about', 'been', 'both', 'think', 'very', 'some', 'like']"
63,44,0.49610403180122375,"['fall', 'cliff', 'damage', 'danger', 'canonically', 'universe', 'video', 'does']"
64,44,0.34122979640960693,"['mayhem', 'drop', 'borderlands', 'modifiers', 'drops', 'legendary', 'since', 'really']"
65,44,0.6222676038742065,"['china', 'know', 'history', 'taiwan', 'like', 'unless', 'dollar', 'because']"
66,43,0.3674422800540924,"['game', 'mode', 'sometimes', 'because', 'ever', 'register', 'sbmm', 'spawn']"
67,42,0.4800575375556946,"['body', 'parts', 'dublin', 'found', 'human', 'north', 'coolock', 'discovered']"
68,42,0.4246273636817932,"['heat', 'wave', 'january', 'engulfed', 'eastern', 'half', 'toppling', 'records']"
69,41,0.6548090577125549,"['royal', 'meghan', 'harry', 'prince', 'queen', 'elizabeth', 'death', 'family']"
70,39,0.9539217948913574,"['area', 'home', 'life', 'work', 'down', 'comes', 'exciting', 'some']"
71,38,0.37131237983703613,"['looks', 'amazing', 'warzone', 'similar', 'would', 'think', 'feel', 'finally']"
72,37,0.37228307127952576,"['mercy', 'character', 'best', 'overwatch', 'because', 'love', 'sigma', 'players']"
73,37,0.4263865351676941,"['treyarch', 'cartel', 'play', 'waiting', 'game', 'good', 'show', 'damn']"
74,36,0.42255398631095886,"['crush', 'devastated', 'about', 'friend', 'like', 'there', 'said', 'really']"
75,36,0.5113139748573303,"['fatality', 'death', 'fall', 'them', 'dead', 'murder', 'fatal', 'here']"
76,36,0.3309878408908844,"['looks', 'cool', 'actually', 'pretty', 'dope', 'really', 'freaking', 'dammit']"
77,36,0.5103273391723633,"['bridge', 'collapse', 'build', 'tolls', 'crews', 'planning', 'cyclists', 'pedestrians']"
78,36,0.42533138394355774,"['game', 'already', 'christ', 'even', 'lost', 'shit', 'make', 'stinks']"
79,35,0.5077856779098511,"['state', 'annihilated', 'team', 'clemson', 'ohio', 'college', 'football', 'year']"
80,35,0.40102165937423706,"['playstation', 'sony', 'store', 'game', 'good', 'credit', 'best', 'always']"
81,35,0.7573187947273254,"['amazon', 'super', 'bowl', 'commercials', 'watch', 'look', 'good', 'only']"
82,33,0.7160200476646423,"['hair', 'like', 'heard', 'bangs', 'toxic', 'masculinity', 'amazon', 'back']"
83,33,0.8021435141563416,"['boss', 'next', 'hello', 'tuned', 'week', 'reddit', 'friend', 'stay']"
84,33,0.36943313479423523,"['crazy', 'hilarious', 'love', 'ridiculous', 'brutal', 'repugnant', 'insane', 'funny']"
85,33,0.4300169050693512,"['huge', 'bitch', 'eyes', 'size', 'imagine', 'complaining', 'realistic', 'body']"
86,32,0.31727924942970276,"['borderlands', 'play', 'xbox', 'crashes', 'crashing', 'even', 'launch', 'reason']"
87,32,0.39197584986686707,"['doing', 'youre', 'sold', 'gods', 'work', 'offended', 'buying', 'done']"
88,32,0.9520319700241089,"['shark', 'lobster', 'whales', 'whale', 'fish', 'kill', 'only', 'goldfish']"
89,32,0.353228896856308,"['next', 'moira', 'overwatch', 'legendary', 'stars', 'mercy', 'skins', 'wait']"
90,31,0.3340242803096771,"['overwatch', 'team', 'remember', 'bottom', 'people', 'days', 'players', 'winners']"
91,31,0.5169349908828735,"['year', 'bottom', 'everyone', 'best', 'left', 'want', 'fucking', 'does']"
92,31,0.5406954288482666,"['amazon', 'casual', 'women', 'shirt', 'polo', 'cenizas', 'comfortable', 'urban']"
93,31,0.41139987111091614,"['love', 'more', 'chris', 'borderlands', 'loving', 'tentacle', 'impression', 'loves']"
94,30,0.5621470808982849,"['health', 'access', 'most', 'care', 'them', 'there', 'poverty', 'same']"
95,30,0.694941520690918,"['photos', 'wonderful', 'cool', 'cover', 'gallery', 'entrancing', 'thalyssra', 'photo']"
96,30,0.31265148520469666,"['would', 'again', 'cant', 'tell', 'caused', 'thinking']"
97,30,0.9173381328582764,"['pope', 'francis', 'vatican', 'church', 'abuse', 'catholic', 'saint', 'paul']"
98,30,0.3844628632068634,"['collide', 'worlds', 'collided', 'earth', 'parallel', 'platforms', 'like', 'right']"
99,29,0.9500349760055542,"['fashion', 'woman', 'slow', 'makeup', 'beauty', 'stylist', 'should', 'care']"
100,29,0.7744986414909363,"['toilet', 'machine', 'bathroom', 'amazon', 'order', 'either', 'collect', 'another']"
101,29,0.43773600459098816,"['commission', 'taken', 'first', 'time', 'such', 'step', 'greendeal', 'another']"
102,28,0.32444214820861816,"['buff', 'type', 'slaps', 'taglia', 'prezzo', 'euro', 'guys', 'smash']"
103,28,0.446525901556015,"['emergency', 'radiation', 'nuclear', 'alert', 'plant', 'power', 'about', 'case']"
104,28,0.40879175066947937,"['year', 'shit', 'sorry', 'imagine', 'championship', 'else', 'wrong', 'jesus']"
105,28,0.43820539116859436,"['curfew', 'past', 'like', 'girl', 'scared', 'someone', 'singing', 'overtime']"
106,27,0.3989059329032898,"['people', 'hard', 'doesn', 'apply', 'twice', 'upset', 'thing', 'then']"
107,27,0.7001392245292664,"['lebron', 'game', 'time', 'james', 'knicks', 'seasons', 'season', 'blew']"
108,27,0.3984963595867157,"['best', 'screen', 'protect', 'amazon', 'samsung', 'galaxy', 'protector', 'buff']"
109,27,0.4159862995147705,"['dead', 'take', 'shameful', 'after', 'fucking', 'time', 'left', 'through']"
110,27,0.3608911335468292,"['kidding', 'rolleyes', 'fucking', 'totally', 'trolling', 'think', 'troll', 'every']"
111,27,0.40040549635887146,"['nerf', 'look', 'like', 'another', 'tiny', 'tina', 'love', 'cosplay']"
112,27,0.4069896936416626,"['people', 'sweat', 'definitive', 'meat', 'irony', 'hole', 'curse']"
113,27,0.756040632724762,"['work', 'proud', 'list', 'because', 'manager', 'show', 'productivity', 'reclaiming']"
114,27,0.6769838929176331,"['archives', 'amazon', 'best', 'vintage', 'football', 'perfect', 'great', 'highly']"
115,26,0.35884711146354675,"['love', 'tentacles', 'guns', 'borderlands', 'best', 'weapons', 'here', 'reasons']"
116,26,0.4510760009288788,"['watch', 'youtube', 'same', 'youtubers', 'favorite', 'excited', 'more', 'life']"
117,26,0.44790375232696533,"['roth', 'borderlands', 'movie', 'film', 'sure', 'making', 'about', 'also']"
118,26,0.8220632076263428,"['cats', 'flattened', 'flat', 'headed', 'found', 'ears', 'tell', 'shelter']"
119,25,0.9770724773406982,"['jenner', 'kardashian', 'caitlyn', 'kris', 'kourtney', 'scott', 'disick', 'jessica']"
120,25,0.519927442073822,"['israel', 'palestinian', 'demolish', 'house', 'gaza', 'homes', 'israeli', 'family']"
121,25,0.4454874098300934,"['gaming', 'game', 'until', 'really', 'into', 'youtu', 'best', 'temporary']"
122,25,0.3955797553062439,"['official', 'announcements', 'while', 'next', 'more', 'games', 'about', 'there']"
123,25,0.809002697467804,"['facebook', 'social', 'distancing', 'news', 'sexy', 'them', 'woman', 'time']"
124,25,0.37681329250335693,"['hard', 'even', 'embarrassing', 'shit', 'looks', 'core', 'makes', 'harder']"
125,25,0.39667758345603943,"['birthday', 'great', 'happy', 'would', 'crab', 'legs', 'watching', 'goofy']"
126,25,0.41318634152412415,"['like', 'looks', 'most', 'expected', 'months', 'seems', 'april', 'fools']"
127,24,0.4859744608402252,"['microsoft', 'cloud', 'xbox', 'really', 'damn', 'literally', 'take', 'cheap']"
128,24,0.3351884186267853,"['play', 'please', 'some', 'update', 'audio', 'hard', 'borderlands', 'also']"
129,24,0.977581262588501,"['apologizes', 'trump', 'apologize', 'back', 'franken', 'after', 'tour', 'people']"
130,23,0.4102414548397064,"['randy', 'pitchford', 'older', 'like', 'really', 'than', 'been', 'again']"
131,23,0.3649917244911194,"['make', 'instagram', 'video', 'myself', 'awhile']"
132,23,0.33370441198349,"['schumer', 'penn', 'station', 'renews', 'call', 'suicide', 'bomb', 'detectors']"
133,23,0.4079686105251312,"['debris', 'some', 'closed', 'traffic', 'south', 'streets', 'emergency', 'lane']"
134,23,0.5254114270210266,"['nothing', 'worst', 'promise', 'fuck', 'achieve', 'myself', 'fault', 'ever']"
135,23,0.5027135610580444,"['game', 'video', 'call', 'gamer', 'real', 'would', 'youtu', 'scary']"
136,23,0.4645133912563324,"['mudslide', 'landslide', 'gonna', 'always', 'mountain', 'wanna', 'avalanche', 'loza']"
137,23,0.2751215994358063,"['battle', 'need', 'backup', 'omega', 'grimnir', 'luminiera', 'leviathan', 'colossus']"
138,23,0.33875954151153564,"['awesome', 'every', 'also', 'worth', 'reading', 'crickets', 'terrible', 'dying']"
139,22,0.4428660273551941,"['game', 'best', 'good', 'games', 'unpopular', 'opinion', 'none', 'those']"
140,22,0.9778408408164978,"['korea', 'north', 'missile', 'jong', 'nuclear', 'pressure', 'fires', 'range']"
141,22,0.512356698513031,"['corruption', 'workers', 'thought', 'safety', 'political', 'well', 'immoral', 'plague']"
142,22,0.8707658648490906,"['abortion', 'planned', 'parenthood', 'birth', 'blight', 'also', 'think', 'proposal']"
143,22,0.5603558421134949,"['food', 'farm', 'farmers', 'about', 'agriculture', 'prices', 'should', 'vegetables']"
144,22,0.36766016483306885,"['sandstorm', 'pokemon', 'like', 'darude', 'raihan', 'type', 'effected', 'nice']"
145,22,0.3693227767944336,"['lightning', 'been', 'scared', 'bolt', 'look', 'inside', 'tree', 'struck']"
146,22,0.37520548701286316,"['italy', 'team', 'brothers', 'channel', 'please', 'talented', 'people', 'call']"
147,22,0.38687390089035034,"['amazon', 'bicycle', 'amzn', 'most', 'garmin', 'forerunner', 'back', 'radiant']"
148,22,0.5096960067749023,"['amazon', 'more', 'live', 'products', 'personalize', 'including', 'healthy', 'check']"
149,21,0.8960914611816406,"['archaeologists', 'like', 'them', 'rubble', 'mass', 'grave', 'dinosaurs', 'geologists']"
150,21,0.4253649413585663,"['vampire', 'video', 'thriller', 'some', 'wild', 'west', 'virginia', 'knoxville']"
151,21,0.47486141324043274,"['foot', 'amazon', 'brush', 'boots', 'wait', 'revlon', 'really', 'never']"
152,21,0.3657396137714386,"['like', 'throw', 'trash', 'hard', 'such', 'backkkkkkk', 'hate', 'trying']"
153,21,0.3397178053855896,"['would', 'grateful', 'emailed', 'been', 'thanks', 'mistake', 'inundated', 'good']"
154,21,0.8618231415748596,"['halloween', 'month', 'hell', 'already', 'into', 'candy', 'costumes', 'goes']"
155,21,0.4134199023246765,"['singh', 'davinder', 'terrorists', 'police', 'attack', 'kashmir', 'arrest', 'caught']"
156,21,0.5331729650497437,"['alexa', 'amazon', 'data', 'researchers', 'could', 'allow', 'attackers', 'access']"
157,21,0.743398904800415,"['marijuana', 'weed', 'legal', 'cannabis', 'about', 'medical', 'more', 'illegal']"
158,20,0.6045714616775513,"['like', 'really', 'actually', 'enjoying', 'different', 'angles', 'digging', 'crisp']"
159,20,0.37775152921676636,"['play', 'some', 'time', 'apparently', 'seem', 'plays', 'cant', 'nice']"
160,20,0.3602326214313507,"['more', 'being', 'only', 'game', 'gameplay', 'content', 'already', 'played']"
161,20,0.332525372505188,"['movement', 'game', 'than', 'animations', 'mechanics', 'really', 'black', 'cold']"
162,20,0.33004796504974365,"['interesting', 'very', 'intrigued', 'ohhhh', 'interested', 'hmmm', 'rappoport', 'know']"
163,20,0.43902358412742615,"['love', 'fucking', 'baby', 'like', 'feed', 'burrito', 'bowl', 'hand']"
164,20,0.6108611226081848,"['ireland', 'irish', 'england', 'scotland', 'scottish', 'great', 'both', 'says']"
165,20,0.4579829275608063,"['mwangi', 'kenya', 'president', 'tanga', 'uhuru', 'kenyatta', 'raila', 'odinga']"
166,20,0.35426202416419983,"['character', 'futa', 'game', 'video', 'hottest', 'tyreen', 'might', 'worst']"
167,20,0.8263472318649292,"['homeless', 'people', 'homelessness', 'poor', 'gentrification', 'america', 'bung', 'education']"
168,20,0.47819623351097107,"['league', 'overwatch', 'look', 'real', 'looks', 'clip', 'better', 'anything']"
169,20,0.48686227202415466,"['happy', 'sunday', 'green', 'monday', 'saturday', 'good', 'eachstaraworld', 'roundup']"
170,20,0.5552249550819397,"['very', 'possible', 'amazing', 'things', 'work', 'together', 'better', 'future']"
171,20,0.3943277895450592,"['followers', 'today', 'more', 'some', 'thank', 'guys', 'watching', 'overwatch']"
172,19,0.44329729676246643,"['blight', 'green', 'available', 'amazon', 'plants', 'fingers', 'simply', 'adore']"
173,19,0.5526423454284668,"['maurice', 'last', 'race', 'dancer', 'look', 'caballero', 'rafiki', 'electric']"
174,19,0.3714829087257385,"['echo', 'overwatch', 'skin', 'back', 'into', 'missed', 'want', 'halloween']"
175,19,0.5426805019378662,"['cars', 'super', 'vehicles', 'annoying', 'people', 'look', 'more', 'parking']"
176,19,0.29043444991111755,"['tracer', 'overwatch', 'striker', 'fuck', 'added', 'genji', 'would', 'better']"
177,19,0.32476696372032166,"['rhandlerr', 'twitter', 'right', 'doesn', 'look', 'noticing', 'shouldn', 'payouts']"
178,19,0.36853501200675964,"['annihilation', 'annihilated', 'like', 'about', 'thot', 'status', 'must', 'good']"
179,19,0.47472652792930603,"['order', 'sage', 'lemon', 'know', 'amazon', 'bestantiaginge', 'ever', 'store']"
180,19,0.8249108195304871,"['running', 'fitness', 'more', 'life', 'workout', 'first', 'legit', 'someone']"
181,18,0.4702618420124054,"['homer', 'driving', 'drunk', 'collided', 'woman', 'person', 'battery', 'middle']"
182,18,0.4531576335430145,"['horses', 'volcano', 'island', 'taal', 'local', 'horse', 'animals', 'veterinarian']"
183,18,0.5601580739021301,"['comic', 'nothing', 'different', 'amazing', 'work', 'andes', 'amazon', 'hell']"
184,18,0.3959745466709137,"['thank', 'lord', 'jeff', 'papa', 'giving', 'changes', 'praying', 'lovely']"
185,18,0.3905975818634033,"['skin', 'weapon', 'well', 'love', 'especially', 'many', 'complicated', 'incredible']"
186,18,0.39583295583724976,"['holy', 'shit', 'fucking', 'unreal', 'balls', 'fuck', 'sick', 'jesus']"
187,18,0.5441591739654541,"['suicide', 'isis', 'strap', 'vests', 'puppies', 'horror', 'footage', 'sick']"
188,18,0.33326518535614014,"['please', 'dont', 'pleases', 'fuck', 'fake', 'again', 'about', 'piss']"
189,18,0.35549312829971313,"['since', 'game', 'overwatch', 'first', 'watching', 'been', 'shit', 'breaks']"
190,18,0.3565721809864044,"['chat', 'wildin', 'general', 'input', 'ummmm', 'connect', 'someone', 'posted']"
191,18,0.39532387256622314,"['fellas', 'video', 'brought', 'back', 'memories', 'remember', 'gameplay', 'good']"
192,18,0.427904337644577,"['king', 'hail', 'facts', 'talk', 'much', 'shit', 'notice', 'dont']"
193,18,0.4101451635360718,"['fable', 'xbox', 'series', 'queen', 'king', 'might', 'tomorrow', 'read']"
194,17,0.46522700786590576,"['been', 'maya', 'twitter', 'borderlands', 'time', 'hours', 'busy', 'wallpaper']"
195,17,0.3048149049282074,"['true', 'unfortunately', 'very', 'kind', 'sadly', 'there']"
196,17,0.32684779167175293,"['cute', 'could', 'would']"
197,17,1.0,"['olympic', 'olympics', 'gold', 'london', 'world', 'record', 'opening', 'about']"
198,17,0.39857569336891174,"['apocalypse', 'like', 'ford', 'time', 'world', 'four', 'horsemen', 'eskenfilme']"
199,17,0.3817785978317261,"['shit', 'need', 'bruh', 'know', 'again', 'fuck', 'seriously', 'been']"
200,17,0.3752799928188324,"['boys', 'dreams', 'fight', 'need', 'destroyed', 'give', 'agencies', 'burning']"
201,17,0.8616311550140381,"['south', 'africa', 'aids', 'epicentre', 'stigmabase', 'epidemic', 'health', 'state']"
202,17,0.47898516058921814,"['time', 'ranked', 'climb', 'highest', 'rise', 'number', 'classification', 'continues']"
203,17,0.4603007733821869,"['gender', 'honestly', 'cool', 'slutty', 'mechanic', 'classified', 'listing', 'fuck']"
204,17,0.35706862807273865,"['pass', 'officer', 'season', 'complete', 'rank', 'call', 'duty', 'cold']"
205,17,0.41303616762161255,"['beautiful', 'girlfriend', 'live', 'girl', 'right', 'support', 'gorgeous', 'overwatch']"
206,17,0.5013158321380615,"['very', 'shit', 'wouldn', 'excuses', 'make', 'some', 'ignorant', 'meet']"
207,17,0.38130009174346924,"['deluge', 'learn', 'more', 'much', 'course', 'training', 'about', 'scripting']"
208,16,0.3971118927001953,"['venice', 'months', 'after', 'severe', 'floods', 'canals', 'almost', 'flooding']"
209,16,0.37936562299728394,"['anything', 'live', 'tryna', 'shit', 'willing', 'afford', 'gonna', 'here']"
210,16,0.3818591237068176,"['borderlands', 'back', 'credits', 'shit', 'girl', 'fire', 'forever', 'sasha']"
211,16,0.5347827076911926,"['turkey', 'mess', 'amazon', 'turmoil', 'grainge', 'paul', 'organisation', 'body']"
212,16,0.571662962436676,"['amazon', 'vatican', 'conspiracy', 'worth', 'priest', 'truth', 'ancient', 'into']"
213,16,0.2992638945579529,"['could', 'good', 'yooooo', 'hmmmmmm', 'really', 'hmmm', 'hmmmmmmmm', 'rather']"
214,16,0.4884311556816101,"['fucking', 'gaming', 'news', 'about', 'people', 'want', 'papers', 'website']"
215,16,0.3672023117542267,"['reduced', 'service', 'freight', 'running', 'there', 'moment', 'very', 'sorry']"
216,16,0.37572118639945984,"['good', 'gonna', 'looks', 'doing', 'like', 'definitely', 'getting', 'hopefully']"
217,16,0.2703796327114105,"['nice', 'awesome', 'sweet', 'more']"
218,15,0.5516977906227112,"['pelosi', 'nancy', 'trump', 'protests', 'iran', 'embarrassment', 'said', 'whatever']"
219,15,0.31934741139411926,"['chemical', 'hazard', 'cobram', 'advice', 'more', 'info', 'vichazmat', 'vicalert']"
220,15,0.40492531657218933,"['game', 'lagging', 'some', 'there', 'need', 'help', 'whose', 'hose']"
221,15,0.6589405536651611,"['show', 'best', 'amazon', 'documentary', 'levy', 'transfer', 'world', 'penny']"
222,15,0.45788389444351196,"['been', 'finally', 'amazon', 'years', 'sugar', 'making', 'trying', 'kroger']"
223,15,0.40624427795410156,"['talented', 'friend', 'also', 'artist', 'amazing', 'person', 'happy', 'life']"
224,15,0.48608624935150146,"['disappointment', 'disappointed', 'life', 'biggest', 'came', 'year', 'love', 'ultimate']"
225,15,0.37122172117233276,"['amazon', 'send', 'admit', 'list', 'open', 'invitation', 'spam', 'simpson']"
226,15,0.44201895594596863,"['franchise', 'looks', 'pretty', 'love', 'finally', 'decided', 'violence', 'good']"
227,15,0.41831862926483154,"['great', 'games', 'more', 'next', 'memory', 'away', 'some', 'value']"
228,15,0.7871524691581726,"['baseball', 'fans', 'astros', 'than', 'pete', 'rose', 'need', 'trash']"
229,15,0.9704768061637878,"['same', 'naked', 'coworkers', 'shirt', 'under', 'dressed', 'nude', 'getting']"
230,15,0.4614796042442322,"['home', 'tornado', 'grandmother', 'prayer', 'closet', 'survives', 'powerful', 'flattened']"
231,15,0.365115761756897,"['video', 'always', 'watch', 'favorite', 'time', 'makes', 'because', 'used']"
232,15,0.40337616205215454,"['streaming', 'tonight', 'watch', 'should', 'definitely', 'guess', 'holyyyyy', 'weekend']"
